"cs1_townid","City_Name"
"41F5E6A8-C870-E011-A41E-005056BD3748",נורדיה
"43F5E6A8-C870-E011-A41E-005056BD3748",נורית
"45F5E6A8-C870-E011-A41E-005056BD3748",נחושה
"47F5E6A8-C870-E011-A41E-005056BD3748",נחל עוז
"49F5E6A8-C870-E011-A41E-005056BD3748",נחלה
"4BF5E6A8-C870-E011-A41E-005056BD3748",נחליאל
"4DF5E6A8-C870-E011-A41E-005056BD3748",נחלים
"4FF5E6A8-C870-E011-A41E-005056BD3748",נחם
"51F5E6A8-C870-E011-A41E-005056BD3748",נחף
"53F5E6A8-C870-E011-A41E-005056BD3748",נחשולים
"55F5E6A8-C870-E011-A41E-005056BD3748",נחשון
"57F5E6A8-C870-E011-A41E-005056BD3748",נחשונים
"59F5E6A8-C870-E011-A41E-005056BD3748",נטועה
"5BF5E6A8-C870-E011-A41E-005056BD3748",נטור
"5DF5E6A8-C870-E011-A41E-005056BD3748",נטעים
"5FF5E6A8-C870-E011-A41E-005056BD3748",נטף
"61F5E6A8-C870-E011-A41E-005056BD3748",ניין
"63F5E6A8-C870-E011-A41E-005056BD3748","ניל""י"
"65F5E6A8-C870-E011-A41E-005056BD3748",ניסנית
"67F5E6A8-C870-E011-A41E-005056BD3748",ניצן
"69F5E6A8-C870-E011-A41E-005056BD3748",ניצנה (קהילת חינוך)
"6BF5E6A8-C870-E011-A41E-005056BD3748",ניצני סיני
"6DF5E6A8-C870-E011-A41E-005056BD3748",ניצני עוז
"6FF5E6A8-C870-E011-A41E-005056BD3748",ניצנים
"71F5E6A8-C870-E011-A41E-005056BD3748",ניר אליהו
"73F5E6A8-C870-E011-A41E-005056BD3748",ניר בנים
"75F5E6A8-C870-E011-A41E-005056BD3748",ניר גלים
"77F5E6A8-C870-E011-A41E-005056BD3748",ניר דוד (תל עמל)
"79F5E6A8-C870-E011-A41E-005056BD3748","ניר ח""ן"
"7BF5E6A8-C870-E011-A41E-005056BD3748",ניר יפה
"7DF5E6A8-C870-E011-A41E-005056BD3748",ניר יצחק
"7FF5E6A8-C870-E011-A41E-005056BD3748",ניר ישראל
"81F5E6A8-C870-E011-A41E-005056BD3748",ניר משה
"83F5E6A8-C870-E011-A41E-005056BD3748",ניר עוז
"85F5E6A8-C870-E011-A41E-005056BD3748",ניר עם
"87F5E6A8-C870-E011-A41E-005056BD3748",ניר עציון
"89F5E6A8-C870-E011-A41E-005056BD3748",ניר עקיבא
"8BF5E6A8-C870-E011-A41E-005056BD3748",ניר צבי
"8DF5E6A8-C870-E011-A41E-005056BD3748",נירים
"8FF5E6A8-C870-E011-A41E-005056BD3748",נירית
"91F5E6A8-C870-E011-A41E-005056BD3748",נירן
"93F5E6A8-C870-E011-A41E-005056BD3748",נס הרים
"95F5E6A8-C870-E011-A41E-005056BD3748",נס עמים
"97F5E6A8-C870-E011-A41E-005056BD3748",נס ציונה
"99F5E6A8-C870-E011-A41E-005056BD3748",נעורים
"9BF5E6A8-C870-E011-A41E-005056BD3748",נעלה
"9DF5E6A8-C870-E011-A41E-005056BD3748",נעמי
"9FF5E6A8-C870-E011-A41E-005056BD3748",נען
A1F5E6A8-C870-E011-A41E-005056BD3748,נצאצרה (שבט)
A3F5E6A8-C870-E011-A41E-005056BD3748,נצר חזני
A5F5E6A8-C870-E011-A41E-005056BD3748,נצר סרני
A7F5E6A8-C870-E011-A41E-005056BD3748,נצרים
A9F5E6A8-C870-E011-A41E-005056BD3748,רהט
ABF5E6A8-C870-E011-A41E-005056BD3748,נצרת עילית
ADF5E6A8-C870-E011-A41E-005056BD3748,נשר
AFF5E6A8-C870-E011-A41E-005056BD3748,נתיב הגדוד
B1F5E6A8-C870-E011-A41E-005056BD3748,"נתיב הל""ה"
B3F5E6A8-C870-E011-A41E-005056BD3748,נתיב העשרה
B5F5E6A8-C870-E011-A41E-005056BD3748,נתיב השיירה
B7F5E6A8-C870-E011-A41E-005056BD3748,נתיבות
B9F5E6A8-C870-E011-A41E-005056BD3748,נתניה
BBF5E6A8-C870-E011-A41E-005056BD3748,סאג'ור
BDF5E6A8-C870-E011-A41E-005056BD3748,סאסא
BFF5E6A8-C870-E011-A41E-005056BD3748,סביון
C1F5E6A8-C870-E011-A41E-005056BD3748,סגולה
C3F5E6A8-C870-E011-A41E-005056BD3748,סואעד (כמאנה) (שבט)
C5F5E6A8-C870-E011-A41E-005056BD3748,סוואעד חמיירה
C7F5E6A8-C870-E011-A41E-005056BD3748,סולם
C9F5E6A8-C870-E011-A41E-005056BD3748,סוסיה
CBF5E6A8-C870-E011-A41E-005056BD3748,סופה
CDF5E6A8-C870-E011-A41E-005056BD3748,סח'נין
CFF5E6A8-C870-E011-A41E-005056BD3748,סייד (שבט)
D1F5E6A8-C870-E011-A41E-005056BD3748,סלמה
D3F5E6A8-C870-E011-A41E-005056BD3748,סלעית
D5F5E6A8-C870-E011-A41E-005056BD3748,סמר
D7F5E6A8-C870-E011-A41E-005056BD3748,סנסנה
D9F5E6A8-C870-E011-A41E-005056BD3748,סעד
DBF5E6A8-C870-E011-A41E-005056BD3748,סער
DDF5E6A8-C870-E011-A41E-005056BD3748,ספיר
DFF5E6A8-C870-E011-A41E-005056BD3748,סתריה
E1F5E6A8-C870-E011-A41E-005056BD3748,עבדון
E3F5E6A8-C870-E011-A41E-005056BD3748,עברון
E5F5E6A8-C870-E011-A41E-005056BD3748,עגור
E7F5E6A8-C870-E011-A41E-005056BD3748,ע'ג'ר
E9F5E6A8-C870-E011-A41E-005056BD3748,עדי
EBF5E6A8-C870-E011-A41E-005056BD3748,עדנים
EDF5E6A8-C870-E011-A41E-005056BD3748,עוזה
EFF5E6A8-C870-E011-A41E-005056BD3748,עוזייר
F1F5E6A8-C870-E011-A41E-005056BD3748,עולש
F3F5E6A8-C870-E011-A41E-005056BD3748,עומר
F5F5E6A8-C870-E011-A41E-005056BD3748,עופר
F7F5E6A8-C870-E011-A41E-005056BD3748,עופרה
F9F5E6A8-C870-E011-A41E-005056BD3748,עוצם
FBF5E6A8-C870-E011-A41E-005056BD3748,עוקבי (בנו עוקבה)
FDF5E6A8-C870-E011-A41E-005056BD3748,עזוז
FFF5E6A8-C870-E011-A41E-005056BD3748,עזר
"01F6E6A8-C870-E011-A41E-005056BD3748",עזריאל
"03F6E6A8-C870-E011-A41E-005056BD3748",עזריה
"05F6E6A8-C870-E011-A41E-005056BD3748",עזריקם
"07F6E6A8-C870-E011-A41E-005056BD3748",עטאוונה (שבט)
"09F6E6A8-C870-E011-A41E-005056BD3748",עטרת
"0BF6E6A8-C870-E011-A41E-005056BD3748",עידן
"0DF6E6A8-C870-E011-A41E-005056BD3748",עיילבון
"0FF6E6A8-C870-E011-A41E-005056BD3748",עיינות
"11F6E6A8-C870-E011-A41E-005056BD3748",עילוט
"13F6E6A8-C870-E011-A41E-005056BD3748",עין איילה
"15F6E6A8-C870-E011-A41E-005056BD3748",עין אל-אסד
"17F6E6A8-C870-E011-A41E-005056BD3748",עין גב
"19F6E6A8-C870-E011-A41E-005056BD3748",עין גדי
"1BF6E6A8-C870-E011-A41E-005056BD3748",עין דור
"1DF6E6A8-C870-E011-A41E-005056BD3748",עין הבשור
"1FF6E6A8-C870-E011-A41E-005056BD3748",עין הוד
"21F6E6A8-C870-E011-A41E-005056BD3748",עין החורש
"23F6E6A8-C870-E011-A41E-005056BD3748",עין המפרץ
"25F6E6A8-C870-E011-A41E-005056BD3748","עין הנצי""ב"
"27F6E6A8-C870-E011-A41E-005056BD3748",עין העמק
"29F6E6A8-C870-E011-A41E-005056BD3748",עין השופט
"2BF6E6A8-C870-E011-A41E-005056BD3748",עין השלושה
"2DF6E6A8-C870-E011-A41E-005056BD3748",עין ורד
"2FF6E6A8-C870-E011-A41E-005056BD3748",עין זיוון
"31F6E6A8-C870-E011-A41E-005056BD3748",עין חוד
"33F6E6A8-C870-E011-A41E-005056BD3748",עין חצבה
"35F6E6A8-C870-E011-A41E-005056BD3748",עין חרוד (איחוד)
"37F6E6A8-C870-E011-A41E-005056BD3748",עין חרוד(מאוחד)
"39F6E6A8-C870-E011-A41E-005056BD3748",עין יהב
"3BF6E6A8-C870-E011-A41E-005056BD3748",עין יעקב
"3DF6E6A8-C870-E011-A41E-005056BD3748","עין כרם-בי""ס חקלאי"
"3FF6E6A8-C870-E011-A41E-005056BD3748",עין כרמל
"41F6E6A8-C870-E011-A41E-005056BD3748",עין מאהל
"43F6E6A8-C870-E011-A41E-005056BD3748",עין נקובא
"45F6E6A8-C870-E011-A41E-005056BD3748",עין עירון
"47F6E6A8-C870-E011-A41E-005056BD3748",עין צורים
"49F6E6A8-C870-E011-A41E-005056BD3748",עין קנייא
"4BF6E6A8-C870-E011-A41E-005056BD3748",עין ראפה
"4DF6E6A8-C870-E011-A41E-005056BD3748",עין שמר
"4FF6E6A8-C870-E011-A41E-005056BD3748",עין שריד
"51F6E6A8-C870-E011-A41E-005056BD3748",עין תמר
"53F6E6A8-C870-E011-A41E-005056BD3748",עינת
"55F6E6A8-C870-E011-A41E-005056BD3748",עיר אובות
"57F6E6A8-C870-E011-A41E-005056BD3748",עיר כרמל
"59F6E6A8-C870-E011-A41E-005056BD3748",עכו
"5BF6E6A8-C870-E011-A41E-005056BD3748",עלומים
"5DF6E6A8-C870-E011-A41E-005056BD3748",עלי
"5FF6E6A8-C870-E011-A41E-005056BD3748",עלי זהב
"61F6E6A8-C870-E011-A41E-005056BD3748",עלמה
"63F6E6A8-C870-E011-A41E-005056BD3748",עלמון
"65F6E6A8-C870-E011-A41E-005056BD3748",עמוקה
"67F6E6A8-C870-E011-A41E-005056BD3748",עמינדב
"69F6E6A8-C870-E011-A41E-005056BD3748",עמיעד
"6BF6E6A8-C870-E011-A41E-005056BD3748",עמיעוז
"6DF6E6A8-C870-E011-A41E-005056BD3748",עמיקם
"6FF6E6A8-C870-E011-A41E-005056BD3748",עמיר
